nodes,techs,carriers,flow_cap
ESP_4,biogas_to_electricity_supply_USA,electricity,1.428531193407131e-06
ESP_4,biomass_ESP,electricity,6.191686450395562e-07
ESP_4,biomass_FR,electricity,6.196477470484381e-07
ESP_4,biomass_IT,electricity,6.18885476314433e-07
ESP_4,demand_tech,electricity,2569.971655064293
ESP_4,existing_biogas_to_electricity_supply,electricity,17.65
ESP_4,existing_biomass,electricity,53.58
ESP_4,existing_ccgt,electricity,2.244126974088437e-06
ESP_4,existing_ccgt,natural_gas,2.2441269740884396e-06
ESP_4,existing_chp,electricity,2873.0
ESP_4,existing_chp,natural_gas,2873.0
ESP_4,existing_coal,coal,0.0
ESP_4,existing_coal,electricity,0.0
ESP_4,existing_hydro_reservoir,electricity,114.27
ESP_4,existing_hydro_run_of_river,electricity,53.45
ESP_4,existing_nuclear,electricity,0.0
ESP_4,existing_nuclear,uranium,0.0
ESP_4,existing_oil_and_other,electricity,0.0
ESP_4,existing_oil_and_other,oil,0.0
ESP_4,existing_open_field_pv,electricity,180.17
ESP_4,existing_pumped_hydro,electricity,0.0
ESP_4,existing_rooftop_pv,electricity,7.03
ESP_4,existing_wind_onshore,electricity,1138.113
ESP_4,existing_wte,electricity,3.656844764706696e-07
ESP_4,open_field_pv_CN,electricity,6.329461288814397e-06
ESP_4,open_field_pv_DE,electricity,0.0005271536294047755
ESP_4,open_field_pv_ESP,electricity,5.394059946547834e-06
ESP_4,open_field_pv_MY,electricity,0.00022620772805638322
ESP_4,open_field_pv_NL,electricity,1270.5140504577994
ESP_4,open_field_pv_PT,electricity,7.407581323550143e-05
ESP_4,pumped_hydro_CN,electricity,0.0
ESP_4,pumped_hydro_ESP,electricity,0.0
ESP_4,roof_mounted_pv_CN,electricity,8.214116401465328e-06
ESP_4,roof_mounted_pv_DE,electricity,7.792969841860884e-06
ESP_4,roof_mounted_pv_ESP,electricity,2.798962918208421e-06
ESP_4,roof_mounted_pv_MY,electricity,7.593707059564906e-06
ESP_4,roof_mounted_pv_NL,electricity,7.97263937707303e-06
ESP_4,roof_mounted_pv_PT,electricity,6.987380944306657e-06
ESP_4,wind_offshore_CN,electricity,5.005041238612868e-06
ESP_4,wind_offshore_DE,electricity,5.219234061759438e-06
ESP_4,wind_offshore_ESP,electricity,0.0
ESP_4,wind_offshore_FR,electricity,5.248394014114407e-06
ESP_4,wind_offshore_IND,electricity,5.000960758256917e-06
ESP_4,wind_offshore_NDL,electricity,5.293108892052283e-06
ESP_4,wind_offshore_PT,electricity,5.2568735987898385e-06
ESP_4,wind_onshore_competing_CN,electricity,1.6676524592387516e-05
ESP_4,wind_onshore_competing_DE,electricity,1.8152356150572187e-05
